ID,Text,Time Posted
938756989542457344,Go get the new book on Andrew Jackson by Brian Kilmeade...Really good. @foxandfriends,2017-12-07 13:08:02
938517073508163584,I have determined that it is time to officially recognize Jerusalem as the capital of Israel. I am also directing the State Department to begin preparation to move the American Embassy from Tel Aviv to Jerusalem... ,2017-12-06 21:14:41
938469354089385985,"Join me live from the @WhiteHouse via #Periscope
",2017-12-06 18:05:04
938440878577856512,Our thoughts and prayers are with everyone in the path of California’s wildfires. I encourage everyone to heed the advice and orders of local and state officials. THANK YOU to all First Responders for your incredible work! ,2017-12-06 16:11:55
938422792080457731,MAKE AMERICA GREAT AGAIN!,2017-12-06 15:00:03
938184577255919623,"Join me this Friday in Pensacola, Florida at the Pensacola Bay Center! Tickets: ",2017-12-05 23:13:28
938102355878440960,"Yesterday, I was thrilled to be with so many WONDERFUL friends, in Utah’s MAGNIFICENT Capitol.

It was my honor to sign two Presidential Proclamations that will modify the national monuments designations of both Bears Ears and Grand Staircase Escalante...
",2017-12-05 17:46:45
937661677700550656,A must watch: Legal Scholar Alan Dershowitz was just on @foxandfriends talking of what is going on with respect to the greatest Witch Hunt in U.S. political history. Enjoy!,2017-12-04 12:35:39
937653535486959616,"With the great vote on Cutting Taxes, this could be a big day for the Stock Market - and YOU!",2017-12-04 12:03:18
937652739001212928,"Putting Pelosi/Schumer Liberal Puppet Jones into office in Alabama would hurt our great Republican Agenda of low on taxes, tough on crime, strong on military and borders...and so much more. Look at your 401-k’s since Election. Highest Stock Market EVER! Jobs are roaring back!",2017-12-04 12:00:08
937641904338063361,"Democrats refusal to give even one vote for massive Tax Cuts is why we need Republican Roy Moore to win in Alabama. We need his vote on stopping crime, illegal immigration, Border Wall, Military, Pro Life, V.A., Judges 2nd Amendment and more. No to Jones, a Pelosi/Schumer Puppet!",2017-12-04 11:17:05
937314665176207360,Report: “ANTI-TRUMP FBI AGENT LED CLINTON EMAIL PROBE  Now it all starts to make sense!,2017-12-03 13:36:45
937309279257792512,"People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News -he has been suspended-, should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!",2017-12-03 13:15:21
937305615218696193,"After years of Comey, with the phony and dishonest Clinton investigation -and more-, running the FBI, its reputation is in Tatters - worst in History! But fear not, we will bring it back to greatness.",2017-12-03 13:00:47
937301085156503552,"Tainted -no, very dishonest?- FBI “agent’s role in Clinton probe under review. Led Clinton Email probe. @foxandfriends  Clinton money going to wife of another FBI agent in charge.",2017-12-03 12:42:47
937297341266190336,Such a total miscarriage of Justice in San Francisco! ,2017-12-03 12:27:54
937279001684598784,I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!,2017-12-03 11:15:02
937145025359761408,"Congratulations to @ABC News for suspending Brian Ross for his horrendously inaccurate and dishonest report on the Russia, Russia, Russia Witch Hunt. More Networks and “papers should do the same with their Fake News!",2017-12-03 02:22:40
937142713211813889,"Many people in our Country are asking what the “Justice Department is going to do about the fact that totally Crooked Hillary, AFTER receiving a subpoena from the United States Congress, deleted and “acid washed 33,000 Emails? No justice!",2017-12-03 02:13:28
937141061343956992,"So General Flynn lies to the FBI and his life is destroyed, while Crooked Hillary Clinton, on that now famous FBI holiday “interrogation with no swearing in and no recording, lies many times...and nothing happens to her? Rigged system, or just a double standard?",2017-12-03 02:06:54
937136868608626689,Great job First Lady Melania! ,2017-12-03 01:50:15
937065834635292673,"62 years ago this week, a brave seamstress in Montgomery, Alabama uttered one word that changed history... ",2017-12-02 21:07:59
937007006526959618,I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide!,2017-12-02 17:14:13
936941673124425728,Biggest Tax Bill and Tax Cuts in history just passed in the Senate. Now these great Republicans will be going for final passage. Thank you to House and Senate Republicans for your hard work and commitment!,2017-12-02 12:54:37
936864840240398337,We are one step closer to delivering MASSIVE tax cuts for working families across America. Special thanks to @SenateMajLdr Mitch McConnell and Chairman @SenOrrinHatch for shepherding our bill through the Senate. Look forward to signing a final bill before Christmas! ,2017-12-02 07:49:18
936713881711529986,"Economists on the TAX CUTS and JOBS ACT:

“The enactment of a comprehensive overhaul - complete with a lower corporate tax rate - will IGNITE our ECONOMY with levels of GROWTH not SEEN IN GENERATIONS... ",2017-12-01 21:49:27
936688444046266368,"The media has been speculating that I fired Rex Tillerson or that he would be leaving soon - FAKE NEWS! He’s not leaving and while we disagree on certain subjects, -I call the final shots- we work well together and America is highly respected again!
",2017-12-01 20:08:22
936555753946705920,Republicans Senators are working hard to pass the biggest Tax Cuts in the history of our Country. The Bill is getting better and better. This is a once in a generation chance. Obstructionist Dems trying to block because they think it is too good and will not be given the credit!,2017-12-01 11:21:06
936553863255031809,The jury was not told the killer of Kate was a 7 time felon. The Schumer/Pelosi Democrats are so weak on Crime that they will pay a big price in the 2018 and 2020 Elections.,2017-12-01 11:13:35
936551346299338752,"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!",2017-12-01 11:03:35
936437372706836480,A disgraceful verdict in the Kate Steinle case! No wonder the people of our Country are so angry with Illegal Immigration.,2017-12-01 03:30:42
936395008139198464,"The Christmas Story begins 2,000 years ago with a mother, a father, their baby son and the most extraordinary gift of all—the gift of God’s love for all of humanity.

Whatever our beliefs, we know that the birth of Jesus Christ and the story of his life... ",2017-12-01 00:42:21
936393574433939456,"Today is a day that I’ve been looking very much forward to ALL YEAR LONG. It is one that you have heard me speak about many times before. 

Now, as President of the United States, it is my tremendous honor to finally wish America and the world, a very MERRY CHRISTMAS! ",2017-12-01 00:36:40
936351772603568130,"Our FIFTH 1K milestone of 2017!
#DOW24K #MAGA ",2017-11-30 21:50:33
936339260218724353,"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.

During the Crown Prince’s visit, he is advancing $9 BILLION in commercial deals, including finalizing the purchase of F-16’s... ",2017-11-30 21:00:50
936315571708289026,Thank you @SenOrrinHatch. Let’s continue MAKING AMERICA GREAT AGAIN! ,2017-11-30 19:26:42
936260193536573440,"The Dow just broke 24,000 for the first time -another all-time Record-. If the Dems had won the Presidential Election, the Market would be down 50% from these levels and Consumer Confidence, which is also at an all-time high, would be “low and glum!",2017-11-30 15:46:39
936219599422574592,Stock Market hits new Record High. Confidence and enthusiasm abound. More great numbers coming out!,2017-11-30 13:05:21
936209447747190784,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch.",2017-11-30 12:25:00
936206961728786432,The Failing @nytimes has totally gone against the Social Media Guidelines that they installed to preserve some credibility after many of their biased reporters went Rogue!  @foxandfriends,2017-11-30 12:15:08
936203511037136897,"The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!",2017-11-30 12:01:25
936058006659321858,Funny to hear the Democrats talking about the National Debt when President Obama doubled it in only 8 years!,2017-11-30 02:23:14
936052257392676864,"“Had the information -Crooked Hillary’s emails- been released there would have been harm to National Security....
Charles McCullough
Fmr Intel Comm Inspector General ",2017-11-30 02:00:23
936039501474025473,The only people who don’t like the Tax Cut Bill are the people that don’t understand it or the Obstructionist Democrats that know how really good it is and do not want the credit and success to go to the Republicans!,2017-11-30 01:09:42
936037938898636800,The House of Representatives seeks contempt citations-?- against the JusticeDepartment and the FBI for withholding key documents and an FBI witness which could shed light on surveillance of associates of Donald Trump. Big stuff. Deep State. Give this information NOW! @FoxNews,2017-11-30 01:03:30
936037588372283392,".@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!",2017-11-30 01:02:06
936032275980079104,"Now, we have a once in a lifetime opportunity to RESTORE AMERICAN PROSPERITY – and RECLAIM AMERICA’S DESTINY.

But in order to achieve this bright and glowing future, the SENATE MUST PASS TAX CUTS – and bring Main Street roaring back to life!
",2017-11-30 00:40:59
936014271858831361,"A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNITIES, and to REBUILD OUR GREAT COUNTRY! ",2017-11-29 23:29:27
936005585019002887,"This week, the Senate can join the House and take a strong stand for the Middle Class families who are the backbone of America. Together, we will give the American people a big, beautiful Christmas present-a massive tax cut that lets Americans keep more of their HARD-EARNED MONEY! ",2017-11-29 22:54:56
935940131311190021,"Departing @JBA_NAFW for St. Charles, Missouri to help push our plan for HISTORIC TAX CUTS across the finish line.

A successful vote in the Senate this week will bring us one giant step closer to delivering an incredible victory for the American people!
",2017-11-29 18:34:50
935883355547160577,"Economy growing! Excluding hurricane effects, CEA estimates that real GDP growth would have been 3.9% in Q3.

Stock market at a new high, unemployment at a low. We are winning and TAX CUTS will shift our economy into high gear! ",2017-11-29 14:49:14
935881037254725632,Just spoke to President XI JINPING of China concerning the provocative actions of North Korea. Additional major sanctions will be imposed on North Korea today. This situation will be handled!,2017-11-29 14:40:01
935874566701842434,So now that Matt Lauer is gone when will the Fake News practitioners at NBC be terminating the contract of Phil Griffin? And will they terminate low ratings Joe Scarborough based on the “unsolved mystery that took place in Florida years ago? Investigate!,2017-11-29 14:14:19
935844881825763328,"Wow, Matt Lauer was just fired from NBC for “inappropriate sexual behavior in the workplace. But when will the top executives at NBC and Comcast be fired for putting out so much Fake News. Check out Andy Lack’s past!",2017-11-29 12:16:21
935841679977910272,Looks like another great day for the Stock Market. Consumer Confidence is at Record High. I guess somebody likes me -my policies-!,2017-11-29 12:03:38
935838073618870272,"Great, and we should boycott Fake News CNN. Dealing with them is a total waste of time! ",2017-11-29 11:49:18
935833914761007114,".@foxandfriends, we are in record territory in all things having to do with our economy! ",2017-11-29 11:32:46
935713791765110785,Great day for Tax Cuts and the Republican Party. But the biggest Winner will be our great Country!,2017-11-29 03:35:27
935712632409030656,Great work Ivanka! ,2017-11-29 03:30:50
935712056690577414,"Just won the lawsuit on leadership of Consumer Financial Protection Bureau, CFPB. A big win for the Consumer!",2017-11-29 03:28:33
935701139198181376,"Charles McCullough, the respected fmr Intel Comm Inspector General, said public was misled on Crooked Hillary Emails. “Emails endangered National Security. Why aren’t our deep State authorities looking at this? Rigged and corrupt? @TuckerCarlson @seanhannity",2017-11-29 02:45:10
935686205429157888,"After North Korea missile launch, its more important than ever to fund our govt and military! Dems shouldnt hold troop funding hostage for amnesty and illegal immigration. I ran on stopping illegal immigration and won big. They cant now threaten a shutdown to get their demands.",2017-11-29 01:45:50
935640578007687168,"“The Conference Board said that consumer sentiment was at its highest level in nearly 17 years in November. The Consumer Confidence Index rose from 126.2 in October to 129.5, notching its best reading since December 2000... ",2017-11-28 22:44:31
935636972252618753,"Dow, SandP 500 and Nasdaq all finished the day at new RECORD HIGHS! ",2017-11-28 22:30:12
935632396841562112,"Remarks from the Roosevelt Room with @SenateMajLdr Mitch McConnell, @SpeakerRyan and Secretary of Defense, General James Mattis. ",2017-11-28 22:12:01
935545697360891904,“Statement from President Donald J. Trump on #GivingTuesday ,2017-11-28 16:27:30
935513049729028096,"Meeting with “Chuck and Nancy today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked, are weak on Crime and want to substantially RAISE Taxes. I don’t see a deal!",2017-11-28 14:17:46
935493619204620288,"Melania, our great and very hard working First Lady, who truly loves what she is doing, always thought that “if you run, you will win. She would tell everyone that, “no doubt, he will win. I also felt I would win -or I would not have run- - and Country is doing great!",2017-11-28 13:00:34
935489831005810688,"At least 24 players kneeling this weekend at NFL stadiums that are now having a very hard time filling up. The American public is fed up with the disrespect the NFL is paying to our Country, our Flag and our National Anthem. Weak and out of control!",2017-11-28 12:45:30
935340092583006208,Thank you Rand! ,2017-11-28 02:50:30
935339687006429185,New home sales reach a 10 year high. Stock Market has more record gains. Hopefully Republican Senators will give us the much needed Tax Cuts to keep it all going! Democrats want big Tax Increases.,2017-11-28 02:48:53
935152378747195392,"The Tax Cut Bill is coming along very well, great support. With just a few changes, some mathematical, the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!",2017-11-27 14:24:36
935150368207654912,"The good news is that their ratings are terrible, nobody cares! ",2017-11-27 14:16:36
935147410472480769,"We should have a contest as to which of the Networks, plus CNN and not including Fox, is the most dishonest, corrupt and/or distorted in its political coverage of your favorite President -me-. They are all bad. Winner to receive the FAKE NEWS TROPHY!",2017-11-27 14:04:51
934961858380955648,"Back in D.C., big week for Tax Cuts and many other things of great importance to our Country.  Senate Republicans will hopefully come through for all of us. The Tax Cut Bill is getting better and better. The end result will be great for ALL!",2017-11-27 01:47:32
934896989539586054,"Since the first day I took office, all you hear is the phony Democrat excuse for losing the election, Russia, Russia,Russia.  Despite this I have the economy booming and have possibly done more than any 10 month President. MAKE AMERICA GREAT AGAIN!",2017-11-26 21:29:46
934792302341521408,I endorsed Luther Strange in the Alabama Primary. He shot way up in the polls but it wasn’t enough. Can’t let Schumer/Pelosi win this race. Liberal Jones would be BAD!,2017-11-26 14:33:47
934781939088629761,"The last thing we need in Alabama and the U.S. Senate is a Schumer/Pelosi puppet who is WEAK on Crime, WEAK on the Border, Bad for our Military and our great Vets, Bad for our 2nd Amendment, AND WANTS TO RAISES TAXES TO THE SKY. Jones would be a disaster!",2017-11-26 13:52:36
934563828834164739,"Wow, even I didn’t realize we did so much. Wish the Fake News would report! Thank you. ",2017-11-25 23:25:54
934551607596986368,".@FoxNews is MUCH more important in the United States than CNN, but outside of the U.S., CNN International is still a major source of -Fake- news, and they represent our Nation to the WORLD very poorly. The outside world does not see the truth from them!",2017-11-25 22:37:21
934542257222451206,"Check out the recent Editorial in the Wall Street Journal @WSJ about what a complete disaster the @CFPB has been under its leader from previous Administration, who just quit!",2017-11-25 22:00:11
934539256940417024,"The Consumer Financial Protection Bureau, or CFPB, has been a total disaster as run by the previous Administrations pick. Financial Institutions have been devastated and unable to properly serve the public. We will bring it back to life!",2017-11-25 21:48:16
934507210385829888,"Happy #SmallBusinessSaturday!

A great day to support your community and America’s JOB creators by shopping locally at a #SmallBiz. #ShopSmall ",2017-11-25 19:40:55
934189999045693441,"Time Magazine called to say that I was PROBABLY going to be named “Man -Person- of the Year, like last year, but I would have to agree to an interview and a major photo shoot. I said probably is no good and took a pass. Thanks anyway!",2017-11-24 22:40:26
934131805409697792,"Will be calling the President of Egypt in a short while to discuss the tragic terrorist attack, with so much loss of life. We have to get TOUGHER AND SMARTER than ever before, and we will. Need the WALL, need the BAN! God bless the people of Egypt.",2017-11-24 18:49:12
934080974773776384,"Horrible and cowardly terrorist attack on innocent and defenseless worshipers in Egypt. The world cannot tolerate terrorism, we must defeat them militarily and discredit the extremist ideology that forms the basis of their existence!",2017-11-24 15:27:13
934031535757582336,"After Turkey call I will be heading over to Trump National Golf Club, Jupiter, to play golf -quickly- with Tiger Woods and Dustin Johnson. Then back to Mar-a-Lago for talks on bringing even more jobs and companies back to the USA!",2017-11-24 12:10:46
934029886842458112,"Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I inherited in the Middle East. I will get it all done, but what a mistake, in lives and dollars -6 trillion-, to be there in the first place!",2017-11-24 12:04:13
934026050388013056,"Can you believe that the disrespect for our Country, our Flag, our Anthem continues without penalty to the players. The Commissioner has lost control of the hemorrhaging league. Players are the boss! ",2017-11-24 11:48:58
933921775984967681,Two great people! ,2017-11-24 04:54:37
933918671503753216,A great guy -with great ratings-! ,2017-11-24 04:42:17
933837062293291008,"ObamaCare premiums are going up, up, up, just as I have been predicting for two years. ObamaCare is OWNED by the Democrats, and it is a disaster. But do not worry. Even though the Dems want to Obstruct, we will Repeal and Replace right after Tax Cuts!",2017-11-23 23:18:00
933831194558582784,"My great honor to join our incredible men and women of the @USCG, at the Lake Worth Inlet Station, in Riviera Beach, Florida today!
#HappyThanksgiving ",2017-11-23 22:54:41
933720598383026176,HAPPY THANKSGIVING! ,2017-11-23 15:35:13
933692459351265280,"Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M.  Afghanistan, Iraq, USS Monterey, Turkey and Bahrain. Then going to Coast Guard Quarters, Florida.",2017-11-23 13:43:24
933662564587855877,MAKE AMERICA GREAT AGAIN!,2017-11-23 11:44:36
933659179348299776,@ThePlumLineGS MAKE AMERICA GREAT AGAIN!,2017-11-23 11:31:09
933658521828315136,"HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Military getting really strong, we will build the WALL, V.A. taking care of our Vets, great Supreme Court Justice, RECORD CUT IN REGS, lowest unemployment in 17 years....!",2017-11-23 11:28:32
933517194142584833,....And it will get even better with Tax Cuts! ,2017-11-23 02:06:57
933448074348900354,I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine. 45 people aboard and not much time left. May God be with them and the people of Argentina!,2017-11-22 21:32:18
933446283632824321,51 Million American to travel this weekend - highest number in twelve years -AAA-. Traffic and airports are running very smoothly!  @FoxNews,2017-11-22 21:25:11
933319309551685633,The @USNavy is conducting search and rescue following aircraft crash. We are monitoring the situation. Prayers for all involved. ,2017-11-22 13:00:38
933301876975718401,Will be having meetings and working the phones from the Winter White House in Florida -Mar-a-Lago-. Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.,2017-11-22 11:51:22
933285973277868032,The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season. That’s almost as bad as kneeling! When will the highly paid Commissioner finally get tough and smart? This issue is killing your league!.....,2017-11-22 10:48:10
933282274937733126,"...LaVar, you could have spent the next 5 to 10 years during Thanksgiving with your son in China, but no NBA contract to support you. But remember LaVar, shoplifting is NOT a little thing. It’s a really big deal, especially in China. Ungrateful fool!",2017-11-22 10:33:28
933280234220134401,"It wasn’t the White House, it wasn’t the State Department, it wasn’t father LaVar’s so-called people on the ground in China that got his son out of a long term prison sentence - IT WAS ME. Too bad! LaVar is just a poor man’s version of Don King, but without the hair. Just think..",2017-11-22 10:25:22
933105158275325952,"Today, we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their days in the beautiful Blue Ridge Mountains at Gobbler’s Rest... ",2017-11-21 22:49:40
933038654171344896,President Donald J. Trump and @FLOTUS Melania Participate in the Pardoning of the National Thanksgiving Turkey at the White House. ,2017-11-21 18:25:24
932578255810498560,Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco,2017-11-20 11:55:57
932570628451954688,Marshawn Lynch of the NFL’s Oakland Raiders stands for the Mexican Anthem and sits down to boos for our National Anthem. Great disrespect! Next time NFL should suspend him for remainder of season. Attendance and ratings way down.,2017-11-20 11:25:38
932433668068528131,Republican Senators are working very hard to get Tax Cuts and Tax Reform approved. Hopefully it will not be long and they do not want to disappoint the American public!,2017-11-20 02:21:24
932420488642617344,"Border Patrol Officer killed at Southern Border, another badly hurt. We will seek out and bring to justice those responsible. We will, and must, build the Wall!",2017-11-20 01:29:02
932397369655808001,Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horror show in any way helps conservation of Elephants or any other animal.,2017-11-19 23:57:10
932392209445457920,"Shoplifting is a very big deal in China, as it should be -5-10 years in jail-, but not to father LaVar. Should have gotten his son out during my next trip to China instead. China told them why they were released. Very ungrateful!",2017-11-19 23:36:40
932388590344196096,"Sen. Jeff Flake-y-, who is unelectable in the Great State of Arizona -quit race, anemic polls- was caught -purposely- on “mike saying bad things about your favorite President. He’ll be a NO on tax cuts because his political career anyway is “toast.",2017-11-19 23:22:17
932303108146892801,"Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!",2017-11-19 17:42:36
931877599034388480,"Crooked Hillary Clinton is the worst -and biggest- loser of all time. She just can’t stop, which is so good for the Republican Party. Hillary, get on with your life and give it another try in three years!",2017-11-18 13:31:47
931685146415255552,Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Will update soon with Secretary Zinke. Thank you!,2017-11-18 00:47:03
931661592135168000,"Today, it was an honor to celebrate the Collegiate National Champions of 2016/2017 at the @WhiteHouse! 
#NCAAChampions🏆Photos: ",2017-11-17 23:13:27
931538234169069568,"Together, were going to restore safety to our streets and peace to our communities, and were going to destroy the vile criminal cartel, #MS13, and many other gangs...

Hundreds arrested in MS-13 crackdown
",2017-11-17 15:03:16
931477193255014400,"If Democrats were not such obstructionists and understood the power of lower taxes, we would be able to get many of their ideas into Bill!",2017-11-17 11:00:43
931469365538672640,"Great numbers on Stocks and the Economy. If we get Tax Cuts and Reform, well really see some great results!",2017-11-17 10:29:37
931360196554821632,.And to think that just last week he was lecturing anyone who would listen about sexual harassment and respect for women. Lesley Stahl tape?,2017-11-17 03:15:49
931357870024687616,"The Al Frankenstien picture is really bad, speaks a thousand words. Where do his hands go in pictures 2, 3, 4, 5 and 6 while she sleeps? .....",2017-11-17 03:06:34
931355543096233985,"Big win today in the House for GOP Tax Cuts and Reform, 227-205. Zero Dems, they want to raise taxes much higher, but not for our military!",2017-11-17 02:57:19
931254609041068032,Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling our promise to deliver historic TAX CUTS for the American people by the end of the year! ,2017-11-16 20:16:15
931223807037263873,Need all on the UN Security Council to vote to renew the Joint Investigative Mechanism for Syria to ensure that Assad Regime does not commit mass murder with chemical weapons ever again.,2017-11-16 18:13:51
931140567089721344,"China is sending an Envoy and Delegation to North Korea - A big move, well see what happens!",2017-11-16 12:43:05
931123400810037248,"....your release possible and, HAVE A GREAT LIFE! Be careful, there are many pitfalls on the long and winding road of life!",2017-11-16 11:34:52
931122234437046272,"To the three UCLA basketball players I say:  Youre welcome, go out and give a big Thank You to President Xi Jinping of China who made.....",2017-11-16 11:30:14
